"siteid","sitename","itemid","itemname","itemengname","itemunit","monitormonth","concentration"
9,"林口",38,"相對濕度","RH","%",202304,"87"
9,"林口",33,"細懸浮微粒","PM2.5","μg/m3",202304,"17"
9,"林口",14,"溫度","AMB_TEMP","℃",202304,"21.1"
9,"林口",10,"風速","WIND_SPEED","m/sec",202304,"1.6"
9,"林口",6,"一氧化氮","NO","ppb",202304,"2"
9,"林口",5,"氮氧化物","NOx","ppb",202304,"13.5"
9,"林口",4,"懸浮微粒","PM10","μg/m3",202304,"35"
9,"林口",3,"臭氧","O3","ppb",202304,"40.8"
9,"林口",2,"一氧化碳","CO","ppm",202304,"0.31"
61,"恆春",5,"氮氧化物","NOx","ppb",202304,"1.4"
61,"恆春",6,"一氧化氮","NO","ppb",202304,"0.5"
61,"恆春",7,"二氧化氮","NO2","ppb",202304,"0.8"
61,"恆春",10,"風速","WIND_SPEED","m/sec",202304,"5"
61,"恆春",14,"溫度","AMB_TEMP","℃",202304,"25"
61,"恆春",33,"細懸浮微粒","PM2.5","μg/m3",202304,"7"
61,"恆春",38,"相對濕度","RH","%",202304,"76"
62,"臺東",1,"二氧化硫","SO2","ppb",202304,"0.7"
62,"臺東",2,"一氧化碳","CO","ppm",202304,"0.23"
62,"臺東",3,"臭氧","O3","ppb",202304,"36.4"
62,"臺東",4,"懸浮微粒","PM10","μg/m3",202304,"22"
62,"臺東",5,"氮氧化物","NOx","ppb",202304,"4.8"
62,"臺東",6,"一氧化氮","NO","ppb",202304,"0.9"
62,"臺東",7,"二氧化氮","NO2","ppb",202304,"3.8"
62,"臺東",10,"風速","WIND_SPEED","m/sec",202304,"1.6"
62,"臺東",14,"溫度","AMB_TEMP","℃",202304,"24.2"
62,"臺東",33,"細懸浮微粒","PM2.5","μg/m3",202304,"8"
62,"臺東",38,"相對濕度","RH","%",202304,"80"
63,"花蓮",1,"二氧化硫","SO2","ppb",202304,"0.7"
63,"花蓮",2,"一氧化碳","CO","ppm",202304,"0.27"
63,"花蓮",3,"臭氧","O3","ppb",202304,"34.9"
63,"花蓮",4,"懸浮微粒","PM10","μg/m3",202304,"28"
63,"花蓮",5,"氮氧化物","NOx","ppb",202304,"5.6"
63,"花蓮",6,"一氧化氮","NO","ppb",202304,"0.7"
63,"花蓮",7,"二氧化氮","NO2","ppb",202304,"4.8"
63,"花蓮",10,"風速","WIND_SPEED","m/sec",202304,"1.9"
63,"花蓮",14,"溫度","AMB_TEMP","℃",202304,"23"
63,"花蓮",33,"細懸浮微粒","PM2.5","μg/m3",202304,"12"
63,"花蓮",38,"相對濕度","RH","%",202304,"85"
64,"陽明",1,"二氧化硫","SO2","ppb",202304,"0.8"
64,"陽明",2,"一氧化碳","CO","ppm",202304,"0.25"
64,"陽明",3,"臭氧","O3","ppb",202304,"49.3"
64,"陽明",4,"懸浮微粒","PM10","μg/m3",202304,"21"
64,"陽明",5,"氮氧化物","NOx","ppb",202304,"2.7"
64,"陽明",6,"一氧化氮","NO","ppb",202304,"0.5"
64,"陽明",7,"二氧化氮","NO2","ppb",202304,"2.1"
64,"陽明",10,"風速","WIND_SPEED","m/sec",202304,"2.2"
64,"陽明",14,"溫度","AMB_TEMP","℃",202304,"16.3"
64,"陽明",33,"細懸浮微粒","PM2.5","μg/m3",202304,"8"
64,"陽明",38,"相對濕度","RH","%",202304,"88"
65,"宜蘭",1,"二氧化硫","SO2","ppb",202304,"0.9"
65,"宜蘭",2,"一氧化碳","CO","ppm",202304,"0.25"
65,"宜蘭",3,"臭氧","O3","ppb",202304,"34.4"
65,"宜蘭",4,"懸浮微粒","PM10","μg/m3",202304,"29"
65,"宜蘭",5,"氮氧化物","NOx","ppb",202304,"5.7"
65,"宜蘭",6,"一氧化氮","NO","ppb",202304,"0.8"
65,"宜蘭",7,"二氧化氮","NO2","ppb",202304,"4.9"
65,"宜蘭",10,"風速","WIND_SPEED","m/sec",202304,"1.1"
65,"宜蘭",14,"溫度","AMB_TEMP","℃",202304,"22.9"
65,"宜蘭",33,"細懸浮微粒","PM2.5","μg/m3",202304,"13"
65,"宜蘭",38,"相對濕度","RH","%",202304,"75"
66,"冬山",1,"二氧化硫","SO2","ppb",202304,"0.5"
66,"冬山",2,"一氧化碳","CO","ppm",202304,"0.3"
66,"冬山",3,"臭氧","O3","ppb",202304,"33.2"
66,"冬山",4,"懸浮微粒","PM10","μg/m3",202304,"33"
66,"冬山",5,"氮氧化物","NOx","ppb",202304,"8.8"
66,"冬山",6,"一氧化氮","NO","ppb",202304,"1.7"
66,"冬山",7,"二氧化氮","NO2","ppb",202304,"7"
66,"冬山",10,"風速","WIND_SPEED","m/sec",202304,"1.2"
66,"冬山",14,"溫度","AMB_TEMP","℃",202304,"22.1"
66,"冬山",33,"細懸浮微粒","PM2.5","μg/m3",202304,"12"
66,"冬山",38,"相對濕度","RH","%",202304,"82"
67,"三重",1,"二氧化硫","SO2","ppb",202304,"1"
67,"三重",2,"一氧化碳","CO","ppm",202304,"0.9"
67,"三重",4,"懸浮微粒","PM10","μg/m3",202304,"41"
67,"三重",5,"氮氧化物","NOx","ppb",202304,"63.4"
67,"三重",6,"一氧化氮","NO","ppb",202304,"31.8"
67,"三重",7,"二氧化氮","NO2","ppb",202304,"31.5"
67,"三重",14,"溫度","AMB_TEMP","℃",202304,"23.2"
67,"三重",33,"細懸浮微粒","PM2.5","μg/m3",202304,"20"
67,"三重",38,"相對濕度","RH","%",202304,"72"
68,"中壢",1,"二氧化硫","SO2","ppb",202304,"1.2"
68,"中壢",2,"一氧化碳","CO","ppm",202304,"0.74"
68,"中壢",3,"臭氧","O3","ppb",202304,"24.3"
68,"中壢",4,"懸浮微粒","PM10","μg/m3",202304,"43"
68,"中壢",5,"氮氧化物","NOx","ppb",202304,"38.8"
68,"中壢",6,"一氧化氮","NO","ppb",202304,"14.6"
68,"中壢",7,"二氧化氮","NO2","ppb",202304,"24.1"
68,"中壢",10,"風速","WIND_SPEED","m/sec",202304,"0.7"
68,"中壢",14,"溫度","AMB_TEMP","℃",202304,"22"
68,"中壢",33,"細懸浮微粒","PM2.5","μg/m3",202304,"22"
68,"中壢",38,"相對濕度","RH","%",202304,"84"
69,"竹山",1,"二氧化硫","SO2","ppb",202304,"1"
69,"竹山",2,"一氧化碳","CO","ppm",202304,"0.32"
69,"竹山",3,"臭氧","O3","ppb",202304,"32.9"
69,"竹山",4,"懸浮微粒","PM10","μg/m3",202304,"49"
69,"竹山",5,"氮氧化物","NOx","ppb",202304,"11.3"
69,"竹山",6,"一氧化氮","NO","ppb",202304,"1.1"
69,"竹山",7,"二氧化氮","NO2","ppb",202304,"10.1"
69,"竹山",10,"風速","WIND_SPEED","m/sec",202304,"1"
69,"竹山",14,"溫度","AMB_TEMP","℃",202304,"23.8"
69,"竹山",33,"細懸浮微粒","PM2.5","μg/m3",202304,"26"
69,"竹山",38,"相對濕度","RH","%",202304,"76"
70,"永和",1,"二氧化硫","SO2","ppb",202304,"0.7"
70,"永和",2,"一氧化碳","CO","ppm",202304,"0.61"
70,"永和",3,"臭氧","O3","ppb",202304,"32.1"
70,"永和",4,"懸浮微粒","PM10","μg/m3",202304,"38"
70,"永和",5,"氮氧化物","NOx","ppb",202304,"22.8"
70,"永和",6,"一氧化氮","NO","ppb",202304,"6.1"
70,"永和",7,"二氧化氮","NO2","ppb",202304,"16.7"
70,"永和",10,"風速","WIND_SPEED","m/sec",202304,"1.3"
70,"永和",14,"溫度","AMB_TEMP","℃",202304,"23.1"
70,"永和",33,"細懸浮微粒","PM2.5","μg/m3",202304,"19"
70,"永和",38,"相對濕度","RH","%",202304,"68"
71,"復興",1,"二氧化硫","SO2","ppb",202304,"1.8"
71,"復興",2,"一氧化碳","CO","ppm",202304,"0.44"
71,"復興",3,"臭氧","O3","ppb",202304,"38.6"
71,"復興",4,"懸浮微粒","PM10","μg/m3",202304,"46"
71,"復興",5,"氮氧化物","NOx","ppb",202304,"15"
71,"復興",6,"一氧化氮","NO","ppb",202304,"1.4"
71,"復興",7,"二氧化氮","NO2","ppb",202304,"13.5"
71,"復興",10,"風速","WIND_SPEED","m/sec",202304,"0.8"
71,"復興",14,"溫度","AMB_TEMP","℃",202304,"26.3"
71,"復興",33,"細懸浮微粒","PM2.5","μg/m3",202304,"21"
71,"復興",38,"相對濕度","RH","%",202304,"74"
72,"埔里",1,"二氧化硫","SO2","ppb",202304,"1.2"
72,"埔里",2,"一氧化碳","CO","ppm",202304,"0.35"
72,"埔里",3,"臭氧","O3","ppb",202304,"36"
72,"埔里",4,"懸浮微粒","PM10","μg/m3",202304,"34"
72,"埔里",5,"氮氧化物","NOx","ppb",202304,"7.7"
72,"埔里",6,"一氧化氮","NO","ppb",202304,"0.9"
72,"埔里",7,"二氧化氮","NO2","ppb",202304,"6.7"
72,"埔里",10,"風速","WIND_SPEED","m/sec",202304,"1"
72,"埔里",14,"溫度","AMB_TEMP","℃",202304,"23.7"
72,"埔里",33,"細懸浮微粒","PM2.5","μg/m3",202304,"18"
72,"埔里",38,"相對濕度","RH","%",202304,"72"
75,"馬祖",1,"二氧化硫","SO2","ppb",202304,"1.2"
75,"馬祖",2,"一氧化碳","CO","ppm",202304,"0.27"
75,"馬祖",3,"臭氧","O3","ppb",202304,"51.9"
75,"馬祖",4,"懸浮微粒","PM10","μg/m3",202304,"47"
75,"馬祖",5,"氮氧化物","NOx","ppb",202304,"7.2"
75,"馬祖",6,"一氧化氮","NO","ppb",202304,"0.7"
75,"馬祖",7,"二氧化氮","NO2","ppb",202304,"6.3"
75,"馬祖",10,"風速","WIND_SPEED","m/sec",202304,"1.6"
75,"馬祖",14,"溫度","AMB_TEMP","℃",202304,"18.2"
75,"馬祖",33,"細懸浮微粒","PM2.5","μg/m3",202304,"25"
75,"馬祖",38,"相對濕度","RH","%",202304,"79"
77,"金門",1,"二氧化硫","SO2","ppb",202304,"1.7"
77,"金門",2,"一氧化碳","CO","ppm",202304,"0.32"
77,"金門",3,"臭氧","O3","ppb",202304,"40.1"
77,"金門",4,"懸浮微粒","PM10","μg/m3",202304,"46"
77,"金門",5,"氮氧化物","NOx","ppb",202304,"11.9"
77,"金門",6,"一氧化氮","NO","ppb",202304,"1.1"
77,"金門",7,"二氧化氮","NO2","ppb",202304,"10.7"
77,"金門",10,"風速","WIND_SPEED","m/sec",202304,"2.3"
77,"金門",14,"溫度","AMB_TEMP","℃",202304,"20.9"
77,"金門",33,"細懸浮微粒","PM2.5","μg/m3",202304,"24"
77,"金門",38,"相對濕度","RH","%",202304,"78"
78,"馬公",1,"二氧化硫","SO2","ppb",202304,"0.5"
78,"馬公",2,"一氧化碳","CO","ppm",202304,"0.23"
78,"馬公",3,"臭氧","O3","ppb",202304,"51.2"
78,"馬公",4,"懸浮微粒","PM10","μg/m3",202304,"35"
19,"觀音",1,"二氧化硫","SO2","ppb",202304,"1.3"
78,"馬公",5,"氮氧化物","NOx","ppb",202304,"5"
78,"馬公",6,"一氧化氮","NO","ppb",202304,"0.8"
78,"馬公",7,"二氧化氮","NO2","ppb",202304,"4.1"
78,"馬公",10,"風速","WIND_SPEED","m/sec",202304,"2.8"
78,"馬公",14,"溫度","AMB_TEMP","℃",202304,"23.8"
78,"馬公",33,"細懸浮微粒","PM2.5","μg/m3",202304,"17"
78,"馬公",38,"相對濕度","RH","%",202304,"75"
80,"關山",1,"二氧化硫","SO2","ppb",202304,"0.5"
80,"關山",2,"一氧化碳","CO","ppm",202304,"0.2"
80,"關山",3,"臭氧","O3","ppb",202304,"31.6"
80,"關山",4,"懸浮微粒","PM10","μg/m3",202304,"18"
80,"關山",5,"氮氧化物","NOx","ppb",202304,"3.7"
80,"關山",6,"一氧化氮","NO","ppb",202304,"0.7"
80,"關山",7,"二氧化氮","NO2","ppb",202304,"2.8"
80,"關山",10,"風速","WIND_SPEED","m/sec",202304,"1.1"
80,"關山",14,"溫度","AMB_TEMP","℃",202304,"22.7"
80,"關山",33,"細懸浮微粒","PM2.5","μg/m3",202304,"8"
67,"三重",3,"臭氧","O3","ppb",202304,"20.6"
80,"關山",38,"相對濕度","RH","%",202304,"81"
83,"麥寮",1,"二氧化硫","SO2","ppb",202304,"2"
83,"麥寮",2,"一氧化碳","CO","ppm",202304,"0.31"
83,"麥寮",3,"臭氧","O3","ppb",202304,"41.3"
83,"麥寮",4,"懸浮微粒","PM10","μg/m3",202304,"50"
83,"麥寮",5,"氮氧化物","NOx","ppb",202304,"8.4"
83,"麥寮",6,"一氧化氮","NO","ppb",202304,"1.1"
83,"麥寮",7,"二氧化氮","NO2","ppb",202304,"7.2"
83,"麥寮",10,"風速","WIND_SPEED","m/sec",202304,"2.5"
83,"麥寮",14,"溫度","AMB_TEMP","℃",202304,"24.2"
83,"麥寮",33,"細懸浮微粒","PM2.5","μg/m3",202304,"24"
83,"麥寮",38,"相對濕度","RH","%",202304,"84"
84,"富貴角",1,"二氧化硫","SO2","ppb",202304,"0.4"
84,"富貴角",2,"一氧化碳","CO","ppm",202304,"0.2"
84,"富貴角",3,"臭氧","O3","ppb",202304,"56.8"
84,"富貴角",4,"懸浮微粒","PM10","μg/m3",202304,"47"
84,"富貴角",5,"氮氧化物","NOx","ppb",202304,"2.7"
84,"富貴角",6,"一氧化氮","NO","ppb",202304,"0.1"
84,"富貴角",7,"二氧化氮","NO2","ppb",202304,"2.5"
84,"富貴角",10,"風速","WIND_SPEED","m/sec",202304,"4.3"
84,"富貴角",14,"溫度","AMB_TEMP","℃",202304,"21.1"
84,"富貴角",33,"細懸浮微粒","PM2.5","μg/m3",202304,"16"
84,"富貴角",38,"相對濕度","RH","%",202304,"83"
85,"大城",1,"二氧化硫","SO2","ppb",202304,"1.3"
85,"大城",2,"一氧化碳","CO","ppm",202304,"0.27"
85,"大城",3,"臭氧","O3","ppb",202304,"44.9"
85,"大城",4,"懸浮微粒","PM10","μg/m3",202304,"49"
85,"大城",5,"氮氧化物","NOx","ppb",202304,"8"
85,"大城",6,"一氧化氮","NO","ppb",202304,"1.1"
85,"大城",7,"二氧化氮","NO2","ppb",202304,"6.8"
85,"大城",10,"風速","WIND_SPEED","m/sec",202304,"3.5"
85,"大城",14,"溫度","AMB_TEMP","℃",202304,"23.7"
85,"大城",33,"細懸浮微粒","PM2.5","μg/m3",202304,"23"
85,"大城",38,"相對濕度","RH","%",202304,"77"
31,"忠明",14,"溫度","AMB_TEMP","℃",202304,"24.4"
43,"新營",3,"臭氧","O3","ppb",202304,"38.6"
43,"新營",1,"二氧化硫","SO2","ppb",202304,"1.5"
42,"嘉義",38,"相對濕度","RH","%",202304,"74"
42,"嘉義",33,"細懸浮微粒","PM2.5","μg/m3",202304,"27"
42,"嘉義",14,"溫度","AMB_TEMP","℃",202304,"24.9"
42,"嘉義",10,"風速","WIND_SPEED","m/sec",202304,"1.8"
42,"嘉義",7,"二氧化氮","NO2","ppb",202304,"9.7"
42,"嘉義",6,"一氧化氮","NO","ppb",202304,"1.1"
42,"嘉義",5,"氮氧化物","NOx","ppb",202304,"10.9"
42,"嘉義",4,"懸浮微粒","PM10","μg/m3",202304,"58"
42,"嘉義",3,"臭氧","O3","ppb",202304,"37.3"
42,"嘉義",2,"一氧化碳","CO","ppm",202304,"0.37"
42,"嘉義",1,"二氧化硫","SO2","ppb",202304,"2.4"
41,"臺西",5,"氮氧化物","NOx","ppb",202304,"8.3"
41,"臺西",4,"懸浮微粒","PM10","μg/m3",202304,"53"
41,"臺西",3,"臭氧","O3","ppb",202304,"42.4"
41,"臺西",2,"一氧化碳","CO","ppm",202304,"0.28"
41,"臺西",1,"二氧化硫","SO2","ppb",202304,"1.6"
40,"朴子",38,"相對濕度","RH","%",202304,"77"
40,"朴子",33,"細懸浮微粒","PM2.5","μg/m3",202304,"25"
40,"朴子",14,"溫度","AMB_TEMP","℃",202304,"23.7"
24,"新竹",7,"二氧化氮","NO2","ppb",202304,"12.6"
24,"新竹",6,"一氧化氮","NO","ppb",202304,"1.4"
24,"新竹",5,"氮氧化物","NOx","ppb",202304,"14.1"
24,"新竹",4,"懸浮微粒","PM10","μg/m3",202304,"36"
24,"新竹",3,"臭氧","O3","ppb",202304,"37.1"
24,"新竹",2,"一氧化碳","CO","ppm",202304,"0.36"
24,"新竹",1,"二氧化硫","SO2","ppb",202304,"0.8"
23,"竹東",33,"細懸浮微粒","PM2.5","μg/m3",202304,"16"
23,"竹東",14,"溫度","AMB_TEMP","℃",202304,"22.1"
23,"竹東",10,"風速","WIND_SPEED","m/sec",202304,"1.3"
23,"竹東",7,"二氧化氮","NO2","ppb",202304,"8.1"
23,"竹東",6,"一氧化氮","NO","ppb",202304,"1.1"
23,"竹東",5,"氮氧化物","NOx","ppb",202304,"9.2"
23,"竹東",4,"懸浮微粒","PM10","μg/m3",202304,"33"
23,"竹東",3,"臭氧","O3","ppb",202304,"33.1"
23,"竹東",2,"一氧化碳","CO","ppm",202304,"0.3"
23,"竹東",1,"二氧化硫","SO2","ppb",202304,"0.7"
22,"湖口",38,"相對濕度","RH","%",202304,"78"
21,"龍潭",38,"相對濕度","RH","%",202304,"82"
21,"龍潭",33,"細懸浮微粒","PM2.5","μg/m3",202304,"19"
21,"龍潭",14,"溫度","AMB_TEMP","℃",202304,"21.4"
21,"龍潭",10,"風速","WIND_SPEED","m/sec",202304,"1.7"
21,"龍潭",7,"二氧化氮","NO2","ppb",202304,"11.7"
21,"龍潭",6,"一氧化氮","NO","ppb",202304,"1.6"
21,"龍潭",5,"氮氧化物","NOx","ppb",202304,"13.4"
21,"龍潭",4,"懸浮微粒","PM10","μg/m3",202304,"36"
21,"龍潭",3,"臭氧","O3","ppb",202304,"36.3"
21,"龍潭",2,"一氧化碳","CO","ppm",202304,"0.35"
21,"龍潭",1,"二氧化硫","SO2","ppb",202304,"1.4"
20,"平鎮",38,"相對濕度","RH","%",202304,"77"
20,"平鎮",33,"細懸浮微粒","PM2.5","μg/m3",202304,"17"
20,"平鎮",14,"溫度","AMB_TEMP","℃",202304,"22"
20,"平鎮",10,"風速","WIND_SPEED","m/sec",202304,"1.9"
20,"平鎮",7,"二氧化氮","NO2","ppb",202304,"15.4"
20,"平鎮",6,"一氧化氮","NO","ppb",202304,"2.1"
20,"平鎮",5,"氮氧化物","NOx","ppb",202304,"17.6"
20,"平鎮",4,"懸浮微粒","PM10","μg/m3",202304,"39"
20,"平鎮",3,"臭氧","O3","ppb",202304,"36.8"
20,"平鎮",2,"一氧化碳","CO","ppm",202304,"0.39"
20,"平鎮",1,"二氧化硫","SO2","ppb",202304,"1.1"
18,"大園",38,"相對濕度","RH","%",202304,"75"
9,"林口",7,"二氧化氮","NO2","ppb",202304,"11.4"
19,"觀音",14,"溫度","AMB_TEMP","℃",202304,"22.2"
19,"觀音",10,"風速","WIND_SPEED","m/sec",202304,"3.2"
19,"觀音",7,"二氧化氮","NO2","ppb",202304,"9.1"
19,"觀音",38,"相對濕度","RH","%",202304,"84"
19,"觀音",33,"細懸浮微粒","PM2.5","μg/m3",202304,"20"
19,"觀音",6,"一氧化氮","NO","ppb",202304,"1"
19,"觀音",5,"氮氧化物","NOx","ppb",202304,"10.1"
54,"左營",33,"細懸浮微粒","PM2.5","μg/m3",202305,"16"
16,"大同",38,"相對濕度","RH","%",202305,"73"
16,"大同",33,"細懸浮微粒","PM2.5","μg/m3",202305,"16"
16,"大同",14,"溫度","AMB_TEMP","℃",202305,""
16,"大同",10,"風速","WIND_SPEED","m/sec",202305,""
16,"大同",7,"二氧化氮","NO2","ppb",202305,"22.4"
16,"大同",6,"一氧化氮","NO","ppb",202305,"16.8"
16,"大同",5,"氮氧化物","NOx","ppb",202305,"39.3"
16,"大同",4,"懸浮微粒","PM10","μg/m3",202305,"34"
16,"大同",3,"臭氧","O3","ppb",202305,"21.2"
16,"大同",2,"一氧化碳","CO","ppm",202305,"0.77"
16,"大同",1,"二氧化硫","SO2","ppb",202305,"1.1"
15,"松山",38,"相對濕度","RH","%",202305,"75"
15,"松山",33,"細懸浮微粒","PM2.5","μg/m3",202305,"12"
15,"松山",14,"溫度","AMB_TEMP","℃",202305,"25.9"
15,"松山",10,"風速","WIND_SPEED","m/sec",202305,"1.2"
15,"松山",7,"二氧化氮","NO2","ppb",202305,"13.7"
15,"松山",6,"一氧化氮","NO","ppb",202305,"3.3"
15,"松山",5,"氮氧化物","NOx","ppb",202305,"17.1"
15,"松山",4,"懸浮微粒","PM10","μg/m3",202305,"29"
15,"松山",3,"臭氧","O3","ppb",202305,"28.7"
15,"松山",2,"一氧化碳","CO","ppm",202305,"0.3"
15,"松山",1,"二氧化硫","SO2","ppb",202305,"1"
14,"古亭",38,"相對濕度","RH","%",202305,"72"
14,"古亭",33,"細懸浮微粒","PM2.5","μg/m3",202305,"13"
14,"古亭",14,"溫度","AMB_TEMP","℃",202305,"26.2"
14,"古亭",10,"風速","WIND_SPEED","m/sec",202305,"1.5"
14,"古亭",7,"二氧化氮","NO2","ppb",202305,"9.6"
14,"古亭",6,"一氧化氮","NO","ppb",202305,"1.5"
14,"古亭",5,"氮氧化物","NOx","ppb",202305,"11.3"
14,"古亭",4,"懸浮微粒","PM10","μg/m3",202305,"25"
14,"古亭",3,"臭氧","O3","ppb",202305,"32.7"
14,"古亭",2,"一氧化碳","CO","ppm",202305,"0.27"
14,"古亭",1,"二氧化硫","SO2","ppb",202305,"0.8"
13,"萬華",38,"相對濕度","RH","%",202305,"73"
13,"萬華",33,"細懸浮微粒","PM2.5","μg/m3",202305,"14"
13,"萬華",14,"溫度","AMB_TEMP","℃",202305,"26.3"
13,"萬華",10,"風速","WIND_SPEED","m/sec",202305,"1.7"
13,"萬華",7,"二氧化氮","NO2","ppb",202305,"15.5"
13,"萬華",6,"一氧化氮","NO","ppb",202305,"2.5"
13,"萬華",5,"氮氧化物","NOx","ppb",202305,"18.1"
13,"萬華",4,"懸浮微粒","PM10","μg/m3",202305,"25"
13,"萬華",3,"臭氧","O3","ppb",202305,"30.3"
13,"萬華",2,"一氧化碳","CO","ppm",202305,"0.38"
13,"萬華",1,"二氧化硫","SO2","ppb",202305,"1"
12,"中山",38,"相對濕度","RH","%",202305,"75"
12,"中山",33,"細懸浮微粒","PM2.5","μg/m3",202305,"13"
12,"中山",14,"溫度","AMB_TEMP","℃",202305,"26.5"
12,"中山",10,"風速","WIND_SPEED","m/sec",202305,"1.8"
12,"中山",7,"二氧化氮","NO2","ppb",202305,"16.5"
12,"中山",6,"一氧化氮","NO","ppb",202305,"4.8"
12,"中山",5,"氮氧化物","NOx","ppb",202305,"21.4"
12,"中山",4,"懸浮微粒","PM10","μg/m3",202305,"30"
12,"中山",3,"臭氧","O3","ppb",202305,"28.9"
12,"中山",2,"一氧化碳","CO","ppm",202305,"0.42"
12,"中山",1,"二氧化硫","SO2","ppb",202305,"0.8"
11,"士林",38,"相對濕度","RH","%",202305,"81"
11,"士林",33,"細懸浮微粒","PM2.5","μg/m3",202305,"13"
11,"士林",14,"溫度","AMB_TEMP","℃",202305,"26.2"
11,"士林",10,"風速","WIND_SPEED","m/sec",202305,"1.5"
11,"士林",7,"二氧化氮","NO2","ppb",202305,"10"
11,"士林",6,"一氧化氮","NO","ppb",202305,"1.8"
11,"士林",5,"氮氧化物","NOx","ppb",202305,"11.8"
11,"士林",4,"懸浮微粒","PM10","μg/m3",202305,"25"
11,"士林",3,"臭氧","O3","ppb",202305,"34.2"
11,"士林",2,"一氧化碳","CO","ppm",202305,"0.26"
11,"士林",1,"二氧化硫","SO2","ppb",202305,"0.7"
10,"淡水",33,"細懸浮微粒","PM2.5","μg/m3",202305,"12"
10,"淡水",14,"溫度","AMB_TEMP","℃",202305,"25.2"
10,"淡水",10,"風速","WIND_SPEED","m/sec",202305,"1.9"
10,"淡水",7,"二氧化氮","NO2","ppb",202305,"8.2"
10,"淡水",6,"一氧化氮","NO","ppb",202305,"1.5"
10,"淡水",5,"氮氧化物","NOx","ppb",202305,"9.8"
10,"淡水",4,"懸浮微粒","PM10","μg/m3",202305,"24"
10,"淡水",3,"臭氧","O3","ppb",202305,"32.3"
10,"淡水",2,"一氧化碳","CO","ppm",202305,"0.26"
10,"淡水",1,"二氧化硫","SO2","ppb",202305,"1"
9,"林口",38,"相對濕度","RH","%",202305,"86"
9,"林口",33,"細懸浮微粒","PM2.5","μg/m3",202305,"12"
9,"林口",14,"溫度","AMB_TEMP","℃",202305,"24.7"
9,"林口",10,"風速","WIND_SPEED","m/sec",202305,"1.8"
9,"林口",7,"二氧化氮","NO2","ppb",202305,"10.4"
9,"林口",6,"一氧化氮","NO","ppb",202305,"2.3"
9,"林口",5,"氮氧化物","NOx","ppb",202305,"12.7"
9,"林口",4,"懸浮微粒","PM10","μg/m3",202305,"25"
9,"林口",3,"臭氧","O3","ppb",202305,"34.7"
9,"林口",2,"一氧化碳","CO","ppm",202305,"0.25"
9,"林口",1,"二氧化硫","SO2","ppb",202305,"0.8"
8,"菜寮",38,"相對濕度","RH","%",202305,"73"
8,"菜寮",33,"細懸浮微粒","PM2.5","μg/m3",202305,"14"
8,"菜寮",14,"溫度","AMB_TEMP","℃",202305,"26.9"
8,"菜寮",10,"風速","WIND_SPEED","m/sec",202305,"2.1"
8,"菜寮",7,"二氧化氮","NO2","ppb",202305,"13.2"
8,"菜寮",6,"一氧化氮","NO","ppb",202305,"2.5"
8,"菜寮",5,"氮氧化物","NOx","ppb",202305,"15.7"
8,"菜寮",4,"懸浮微粒","PM10","μg/m3",202305,"23"
8,"菜寮",3,"臭氧","O3","ppb",202305,"32.4"
8,"菜寮",2,"一氧化碳","CO","ppm",202305,"0.37"
8,"菜寮",1,"二氧化硫","SO2","ppb",202305,"0.8"
7,"新莊",38,"相對濕度","RH","%",202305,"76"
7,"新莊",33,"細懸浮微粒","PM2.5","μg/m3",202305,"13"
7,"新莊",14,"溫度","AMB_TEMP","℃",202305,"25.7"
7,"新莊",10,"風速","WIND_SPEED","m/sec",202305,"2.1"
7,"新莊",7,"二氧化氮","NO2","ppb",202305,"12.1"
7,"新莊",6,"一氧化氮","NO","ppb",202305,"2.3"
7,"新莊",5,"氮氧化物","NOx","ppb",202305,"14.5"
7,"新莊",4,"懸浮微粒","PM10","μg/m3",202305,"33"
7,"新莊",3,"臭氧","O3","ppb",202305,"32.4"
7,"新莊",2,"一氧化碳","CO","ppm",202305,"0.32"
7,"新莊",1,"二氧化硫","SO2","ppb",202305,"0.7"
6,"板橋",38,"相對濕度","RH","%",202305,"74"
6,"板橋",33,"細懸浮微粒","PM2.5","μg/m3",202305,"14"
6,"板橋",14,"溫度","AMB_TEMP","℃",202305,"26.2"
6,"板橋",10,"風速","WIND_SPEED","m/sec",202305,"1.4"
6,"板橋",7,"二氧化氮","NO2","ppb",202305,"13.6"
6,"板橋",6,"一氧化氮","NO","ppb",202305,"2.4"
6,"板橋",5,"氮氧化物","NOx","ppb",202305,"16.2"
6,"板橋",4,"懸浮微粒","PM10","μg/m3",202305,"27"
6,"板橋",3,"臭氧","O3","ppb",202305,"30.5"
6,"板橋",2,"一氧化碳","CO","ppm",202305,"0.39"
6,"板橋",1,"二氧化硫","SO2","ppb",202305,"0.6"
5,"土城",38,"相對濕度","RH","%",202305,"74"
5,"土城",33,"細懸浮微粒","PM2.5","μg/m3",202305,"11"
5,"土城",14,"溫度","AMB_TEMP","℃",202305,"26"
5,"土城",10,"風速","WIND_SPEED","m/sec",202305,"1.2"
